parkinglot_id,long,lat,capacity,node_id
d50,120.148986,30.337605,50,5302092139
d51,120.173352,30.348315,50,5435089621
d52,120.169049,30.318533,50,5558332232
d53,120.123435,30.345015,50,7732968860
d54,120.098443,30.279907,50,318859877
d55,120.192034,30.337115,50,3374294808
d56,120.088676,30.279438,50,3714868979
d57,120.08044,30.305742,50,4130342454
d58,120.077885,30.295066,50,11882769667
d59,120.115618,30.343802,50,5019249885
d60,120.057012,30.31819,50,1666831288
d61,120.143515,30.281016,50,31319874
d62,120.125017,30.297536,50,2908446458
d63,120.179523,30.282381,50,136469779
d64,120.09053,30.307691,50,4441575074
d65,120.194685,30.271331,50,3452152542
d66,120.127013,30.322192,50,295257932
d67,120.10346,30.308444,50,5542315002
d68,120.106615,30.283823,50,1038253696
d69,120.052045,30.266177,50,3403946208
d70,120.090063,30.329656,50,6621838198
d71,120.094175,30.295295,50,9753661842
d72,120.21226,30.339073,50,7972915480
d73,120.145086,30.29895,50,5024237897
d74,120.196387,30.272547,50,9414440630
d75,120.180356,30.279745,50,90417690
d76,120.101511,30.306959,50,90414547
d77,120.202697,30.337102,50,3374294806
d78,120.194842,30.307419,50,7536998808
d79,120.052739,30.311457,50,8978988945
d80,120.185592,30.269382,50,5039259596
d81,120.196917,30.338119,50,7791356957
d82,120.159512,30.28206,50,5046496840
d83,120.169701,30.315905,50,5912873411
d84,120.139261,30.289552,50,3510543426
d85,120.114427,30.270751,50,10295224736
d86,120.134181,30.298336,50,5338577503
d87,120.080609,30.286944,50,5310008052
d88,120.065428,30.341809,50,5065260722
d89,120.062193,30.34093,50,5065260730
d90,120.133239,30.289443,50,320962834
d91,120.206636,30.272223,50,4352660729
d92,120.173445,30.31026,50,7397852227
d93,120.124135,30.266968,50,5139775791
d94,120.119914,30.287072,50,33992585
d95,120.178627,30.343304,50,3560751513
d96,120.207314,30.271835,50,5799482588
d97,120.149242,30.295112,50,5033895733
d98,120.189288,30.332363,50,10844332313
d99,120.178034,30.315106,50,7397961627
d100,120.108677,30.325455,50,8934133005
d101,120.122788,30.289993,50,9824032715
d102,120.179813,30.296933,50,6052190665
d103,120.156816,30.277842,50,5033360336
d104,120.21221,30.339323,50,4685097850
d105,120.130491,30.347036,50,5057490329
d106,120.169179,30.291566,50,5060378969
d107,120.109894,30.27227,50,10295224720
d108,120.116446,30.311148,50,332253454
d109,120.07246,30.269344,50,6089737552
d110,120.078609,30.343206,50,5686482719
d111,120.148351,30.311978,50,5303921430
d112,120.070133,30.350796,50,2466794395
d113,120.17838,30.307367,50,11930658230
d114,120.071343,30.278568,50,7309239637
d115,120.152841,30.329299,50,5265137309
d116,120.124302,30.303171,50,6307568295
d117,120.115916,30.265727,50,1519536218
d118,120.147659,30.266133,50,6749915917
d119,120.06901,30.294207,50,2262584945
d120,120.184795,30.292514,50,4217405511
d121,120.111174,30.342105,50,5019249883
d122,120.071642,30.351683,50,8857080703
d123,120.05776,30.333143,50,8776343986
d124,120.173722,30.340957,50,5195519444
d125,120.06513,30.314059,50,1666831300
d126,120.1286,30.30021,50,5514197745
d127,120.112232,30.317758,50,1704782824
d128,120.145304,30.30358,50,5104403521
d129,120.204675,30.292987,50,3388955206
d130,120.20533,30.281575,50,8455690662
d131,120.099942,30.305297,50,11255273400
d132,120.168079,30.343317,50,5290783503
d133,120.079315,30.323017,50,7284040992
d134,120.122612,30.323814,50,4919999602
d135,120.06833,30.319362,50,6604499340
d136,120.107321,30.299442,50,5541548132
d137,120.114944,30.283399,50,333789565
d138,120.181466,30.277455,50,4524459039
d139,120.14463,30.266791,50,9039283398
d140,120.121388,30.285517,50,323078581
d141,120.199417,30.338199,50,3374285178
d142,120.081689,30.302821,50,4130342350
d143,120.197064,30.305934,50,8441736207
d144,120.132926,30.279536,50,331978832
d145,120.186594,30.281131,50,8295036885
d146,120.133607,30.286203,50,3796925697
d147,120.087127,30.316396,50,332344361
d148,120.066681,30.277723,50,4430674779
d149,120.106678,30.269416,50,5731281115
d150,120.175555,30.329008,50,7400872224
d151,120.141259,30.340634,50,2133672394
d152,120.137536,30.348942,50,10833766836
d153,120.082624,30.311017,50,4107946609
d154,120.134782,30.268196,50,287524625
d155,120.157766,30.289367,50,7299388535
d156,120.180357,30.303663,50,5793565286
d157,120.076385,30.271744,50,6089737872
d158,120.171519,30.307645,50,4323003983
d159,120.088955,30.337178,50,3547394691
d160,120.146634,30.312349,50,5281563050
d161,120.177321,30.304667,50,5033681238
d162,120.053095,30.282785,50,277256691
d163,120.189788,30.338204,50,9890052472
d164,120.195488,30.298875,50,8441735996
d165,120.196277,30.324251,50,7418522248
d166,120.189403,30.282492,50,8295172482
d167,120.193182,30.345614,50,3374294800
d168,120.075148,30.291722,50,3714677735
d169,120.210741,30.298472,50,3357256016
d170,120.124907,30.278524,50,9293528115
d171,120.184621,30.305883,50,5033851386
d172,120.105668,30.294738,50,353886320
d173,120.153924,30.282109,50,3382359691
d174,120.06603,30.309351,50,5305971535
d175,120.134695,30.31383,50,5023851398
d176,120.060858,30.305048,50,6117592421
d177,120.155636,30.312849,50,4984837510
d178,120.206061,30.327925,50,5589639044
d179,120.126264,30.279245,50,6298795370
d180,120.142277,30.265693,50,9036697497
d181,120.053032,30.29599,50,2262584954
d182,120.146405,30.300125,50,5137197258
d183,120.196028,30.344321,50,5346244493
d184,120.164626,30.310771,50,5298787949
d185,120.139247,30.329092,50,5303186662
d186,120.063439,30.293714,50,3085872657
d187,120.140196,30.341022,50,2565542541
d188,120.122589,30.326866,50,4919999635
d189,120.052603,30.318922,50,11299424228
d190,120.141078,30.270105,50,26364491
d191,120.16221,30.273666,50,4815884949
d192,120.098385,30.267907,50,8881869152
d193,120.112322,30.285902,50,5338367350
d194,120.100882,30.301517,50,90415242
d195,120.098482,30.330709,50,5670997158
d196,120.201613,30.281267,50,5809106942
d197,120.155468,30.288579,50,7298149350
d198,120.144585,30.303722,50,5104403430
d199,120.203984,30.297984,50,5577786700
